signal_id,r_ind,r_mean,r_variance,r_std,r_skewness,r_energy,d_ind,d_mean,d_variance,d_std,d_skewness,d_energy
sound_0,66,2.4320262255639298e-05,4.556960762567081e-09,6.75052647025925e-05,1.4529088146309175e-05,7.722653878125231e-08,5597,1.2970982714294727e-05,1.9141553714235874e-10,1.3835300399426055e-05,-3.4322837336191037e-09,5.39492894575337e-09
sound_0,67,-7.240110976898767e-06,1.2011834888382098e-09,3.465809413164852e-05,-3.839738890170508e-06,1.8804040436940295e-08,8300,-7.654475245379459e-06,3.3585126728469357e-10,1.832624531333938e-05,-3.156755720472273e-07,5.916633878502308e-09
sound_0,68,-1.0608680026733872e-05,1.4407306240104687e-09,3.7956957517831544e-05,-3.730216107649539e-06,2.3299120738801368e-08,8278,-7.820302824472168e-06,1.0948610950455645e-10,1.0463561033632693e-05,-1.386947723359668e-07,2.559648686565057e-09
sound_0,69,1.156257082155901e-05,4.017328132222313e-09,6.338239607511152e-05,-4.3310031624598696e-07,6.226531764338822e-08,2803,1.0520359787592449e-05,3.5915144083951455e-10,1.895129127103255e-05,7.620968343832572e-07,7.047441163498601e-09
sound_0,70,2.7916582492012315e-05,3.79413227104099e-09,6.159652807619104e-05,2.6920131887611404e-05,6.860201773611478e-08,1753,1.4265923541911627e-05,5.429335285903865e-10,2.3300934071199518e-05,1.2219796799212612e-06,1.1196751546410824e-08
sound_0,71,-5.74629512848593e-06,1.2713866914239284e-09,3.5656509804297e-05,-1.0072333515331986e-06,1.9566098986913844e-08,2849,-5.669045043428074e-06,2.1742394102760708e-10,1.4745302337612718e-05,4.1348729170468514e-07,3.743430190980352e-09
sound_0,72,-2.7910565395934778e-05,3.1933263008705164e-09,5.650952398375443e-05,-5.244178453179609e-06,5.958488942386902e-08,8471,-1.3264244467846005e-05,9.041571185758801e-10,3.006920548627582e-05,-3.364948009105992e-06,1.6201459498179948e-08
sound_0,73,1.887946136396073e-05,2.2795755194618694e-09,4.7744900455041994e-05,-1.8076149422975718e-06,3.9540143712827325e-08,5597,1.2970982714294727e-05,1.9141553714235874e-10,1.3835300399426055e-05,-3.4322837336191037e-09,5.39492894575337e-09
sound_0,74,-1.7201865800372355e-05,8.157919104384978e-10,2.8562071186076438e-05,-1.1727141624587104e-06,1.667544146178777e-08,2955,-8.857008247975e-06,3.604529214265145e-10,1.8985597736877144e-05,-5.009483264387069e-07,6.583492747968176e-09
sound_0,75,-8.333207284140937e-06,1.9303618271630555e-09,4.393588313853559e-05,-4.474179476831368e-06,2.999706256205272e-08,2691,-7.155300084413502e-06,2.2092024178624223e-10,1.4863385946218386e-05,-2.658476123798757e-07,4.08177841626375e-09
sound_0,76,-2.5602562283541877e-05,2.75953012082198e-09,5.2531229957254765e-05,-9.008772393397724e-06,5.1225319744569313e-08,8362,-1.536488763547736e-05,4.2699085020649065e-10,2.0663756923814475e-05,-1.8121294159926702e-06,9.946059333860035e-09
sound_0,77,9.774742109575397e-06,7.45144631316003e-09,8.632176036875077e-05,3.336960567303195e-05,1.1320487844703104e-07,272,9.76572542270651e-06,9.46096928951963e-10,3.075868867412853e-05,7.392778309841376e-06,1.5621994829754892e-08
sound_0,78,-3.1795546690203764e-05,1.1048533779983808e-08,0.0001051120058793657,-0.0002643945607208059,1.8089235853969112e-07,1277,-3.245288387682887e-05,6.979992010419195e-09,8.35463464815739e-05,-0.0001754967235787592,1.20497725235132e-07
sound_0,79,7.248749127504762e-05,6.347792633311358e-08,0.0002519482612226438,0.005327463514699388,1.0309854408669559e-06,1552,7.337287085591092e-05,5.16274427776531e-08,0.00022721673084888158,0.003186581391054354,8.551653143293691e-07
sound_0,80,-0.00012242260568218704,1.7311629333485018e-07,0.00041607246163961653,-0.02423085524088978,2.8215538157529967e-06,1427,-0.000120688236889275,1.653756699079713e-07,0.0004066640750152038,-0.022747086091536972,2.6991198064711953e-06
sound_0,81,0.00033901701653041587,1.8041404409463556e-06,0.0013431829514054872,0.6761283971768869,2.8786094676653106e-05,6556,0.00033266217767392457,1.7641261806488114e-06,0.0013282041185935284,0.642674097392063,2.812185457655353e-05
