n_samples,zero_cross_rate,mean,variance,std,skewness,energy,mean_bandwidth,min_bandwidth,max_bandwidth,variance_bandwidth,std_bandwidth,spectral_entropy,wavelet
32768,0.49111328125,-0.484432466339058,14722.360759560743,121.33573570700737,0.0021189816810333333,482430007.19360614,6912.44018376232,6771.682271352179,7045.246970286423,4320.751899279846,65.73242654337238,0.9550707669888949,db2
32768,0.487890625,-0.9183250076675904,14771.860408302495,121.53954257073084,0.002358202742779547,484071955.79587626,6937.11566999526,6790.419121723169,7062.218340557,3743.4908659839803,61.18407363018566,0.9543559031099931,sym15
32768,0.48883713942307694,-0.19022442738787504,14809.33763641596,121.69362200385014,-0.00451154124098423,485273561.3910625,6942.157341668485,6801.096961931533,7073.811461351271,2937.5556289307897,54.19922166351459,0.956177160050853,db31
32768,0.4899113581730769,-0.48391134247140144,14850.586344763095,121.86298184749582,0.011199268252312978,486631686.6338969,6921.746648744481,6732.22132043084,7046.528691852398,4252.543300987965,65.21152736279043,0.9560720854857654,bior1.3
32768,0.4899113581730769,-0.44181333670712775,14799.597175936153,121.65359499799483,0.0013194833416109311,484959596.5427104,6945.023335960553,6779.811978727777,7107.609845715107,3637.9511550029342,60.315430488415934,0.9560491694552571,db25
32768,0.4870793269230769,-0.582937810679141,14903.077037740553,122.07815954436958,-0.000714903524716411,488355163.4794635,6952.465038001513,6797.5366557173265,7062.708034442213,3417.4988378758903,58.45937767267019,0.955166533711902,sym15
32768,0.4904221754807692,-0.423115353241883,15013.024475248125,122.5276477993768,-0.006398092343115577,491952652.3486298,6954.997088170359,6839.742366052809,7114.233540818836,3209.0402080105123,56.64839104520544,0.9543359576529067,db23
32768,0.48592998798076925,0.2234258549833612,14840.078882154114,121.81986242872757,-0.0018637585833874868,486281340.5599102,6956.124768495778,6849.75897382015,7089.668163881278,2950.937722032175,54.32253420112297,0.9554337098865052,sym18
32768,0.4857346754807692,0.5270819751240197,14689.76879452331,121.20135640545988,-0.0003296274408455088,481363447.31424564,6933.408423118354,6802.864266632572,7055.65101067631,3408.1986312390754,58.379779301048025,0.9562596008764558,db3
32768,0.48795072115384613,-0.050616812713997206,14800.65425059724,121.65793952963875,-0.006162783806863619,484987922.437209,6946.996874277623,6785.214988790377,7030.605649254779,3174.2217862121192,56.34023239401946,0.9551250702699431,db16
32768,0.49041466346153845,-1.297419027880096,14903.433275683781,122.07961859247342,-0.004636022145937079,488410859.82532203,6914.071210521366,6737.988940962762,7078.47736614484,5683.156295623318,75.38671166474445,0.9528853621134219,db2
32768,0.4841045673076923,0.911768332360225,14794.915562893719,121.63435190312694,-0.005291626918371744,484827033.9075477,6920.465019317826,6791.346984368936,7066.36401791109,3663.5204061351087,60.5270221152099,0.9541053650234447,db31
32768,0.4876201923076923,0.11416858611119096,14817.754954430187,121.72820114677694,-0.0024709431631427894,485548621.46015203,6932.040136678662,6761.335907323409,7113.742013335491,3680.8207934256598,60.669768364694285,0.9536605550155438,bior1.1
32768,0.4831805889423077,0.27274592577305157,14859.807364569111,121.90080953204992,-1.7485285046378455e-05,486928605.3448626,6941.102327404259,6765.197852965965,7101.5352021420895,3927.313482550132,62.66828131160238,0.9555568903605477,db24
32768,0.4892052283653846,0.8028417379500752,14899.455729403247,122.06332671774618,0.0005943417560545249,488246486.11461335,6946.926519440308,6808.507522779844,7049.790536747702,3290.5918232663284,57.36368034973287,0.9559005441543276,db35
32768,0.48746243990384613,-0.5501064583077095,15103.637028712326,122.89685524338012,-0.010527582019639072,494925894.31448525,6946.403428577193,6809.057732255974,7070.023614785736,3391.2961620207157,58.234836326899,0.9499421515683114,db19
32768,0.4900691105769231,0.6642356423217279,14595.697644875512,120.81265515199769,-0.00021525321451376663,478286277.96341693,6946.76063874023,6822.696776594978,7054.128573206231,3279.9269371602036,57.270646383293105,0.9562744601183711,sym16
32768,0.49003155048076924,-0.5636579860693018,14764.887836898803,121.5108548109954,0.002536104240795372,483826255.3714381,6945.981116002538,6809.153996613985,7115.108041810552,3794.601534136572,61.60033712680939,0.9554141364051121,coif15
32768,0.48369140625,-0.059878810301597696,14801.882816186557,121.66298868672656,0.010882289415832587,485028213.6095451,6954.344050851663,6843.37624428269,7091.104056765217,3552.2483804348935,59.60074144198958,0.9559198568799973,bior1.3
32768,0.49046724759615384,1.1034378195327008,14756.759822242544,121.47740457485311,-0.008670686153572195,483589403.3535507,6934.867060308684,6781.001681060848,7047.4437732249835,4131.444583875257,64.27631433020454,0.9559025703665689,sym2
32768,0.49017427884615383,0.3720382829778828,14930.409904456927,122.19005648765749,0.0012629769637070183,489244207.24952036,6940.495543775816,6828.920072209562,7134.885802004057,2962.5097677707695,54.42894237233321,0.9527934878849339,sym3
32768,0.4869215745192308,1.176878470385418,14715.681671395305,121.30820941467772,0.012768407550424762,482248842.0951445,6933.363258113242,6814.094337000254,7101.104211085422,3218.149243757405,56.728733845886296,0.9550243899338784,db34
32768,0.48935546875,0.7332601191919821,15114.985324248373,122.9430165737297,-0.009088134394400727,495305457.48871654,6945.655370697632,6771.756688251912,7111.887681714676,4934.729150163446,70.24762736323162,0.9525993563086006,coif2
32768,0.4847806490384615,1.1846156859937764,14972.65572884303,122.36280369803166,0.0026601112401468782,490669966.726481,6937.27496243952,6801.602813081946,7101.297976582182,4431.703705797402,66.57104254702192,0.9552392894504721,db24
32768,0.48599008413461536,0.370589349684451,14917.996239371703,122.13924938107202,0.0016502426860894321,488837401.0130531,6937.0830522575525,6753.48917209669,7079.349178490288,4133.260465207474,64.29043836533917,0.9547232244141648,bior1.3
32768,0.48891977163461536,-2.0102530101175944,14859.303046683335,121.89874095610395,0.006649894433758286,487042061.5609721,6938.602107731324,6702.473781632396,7094.531155704274,4943.557545050167,70.31043695675747,0.9548543436603152,db26
32768,0.48907752403846155,0.5320562768574746,14828.470030813452,121.77220549375565,-0.005306645963597826,485908582.06233215,6929.79322568491,6785.71017097995,7063.874559736761,3895.555892249544,62.41438850336951,0.9555695447454196,db5
32768,0.48382662259615383,0.14927245418948587,14785.177620875602,121.59431574245401,-0.0035739754880347915,484481430.42613024,6932.041628558158,6801.176709996727,7059.434043753234,3415.915717405575,58.44583575761044,0.955572712891496,coif11
32768,0.48843149038461536,0.8990134945197497,14839.052801822825,121.81565089028103,-0.01010083495023799,486272566.1355591,6946.606168212054,6811.461200273495,7080.472049698123,3130.136933670459,55.947626702751734,0.9545101347233286,bior1.1
32768,0.4876878004807692,-0.33483037228143075,14769.720440116831,121.53073866358598,0.0038102922524529395,483977873.04738915,6926.639530977833,6816.00855741731,7036.985377491232,2979.6700832140873,54.586354368230964,0.9564660458814398,db2
32768,0.4880934495192308,-0.01186502705240855,14738.730938256753,121.4031751572287,-0.01031168937143732,482958739.9978392,6911.580449414441,6756.561477016236,7046.150028297154,3456.235142524708,58.78975372056519,0.9557501833132631,db23
32768,0.4873873197115385,-0.44325985828618286,14806.486994060588,121.68190906646964,0.001579874462782834,485185404.05514425,6934.618693796614,6808.753778249791,7072.345787575759,3305.542128316937,57.49384426455529,0.956118747284118,db17
32768,0.4881385216346154,-0.4024473572462739,14819.756008833489,121.73642022350373,0.0014115686844808743,485619072.1297234,6918.24677083969,6794.466993742901,7032.102316541045,3384.526139738048,58.176680377433435,0.9557615555315161,bior6.8
32768,0.4864933894230769,-1.2972937454323983,14865.33408532555,121.92347635023187,0.008413759385537007,487162414.90370524,6925.133987141659,6813.508228872732,7039.012204954557,3152.17673726853,56.14424936953499,0.9551548302255408,sym4
32768,0.48792067307692305,0.8875716435832146,14801.675906218923,121.66213834311364,-0.0023596375093127564,485047130.1821699,6945.91008945932,6794.081986176892,7078.15238799009,3529.3864309841647,59.40863936317819,0.9562473110752959,db2
32768,0.4920823317307692,-0.4659496524182032,14725.560147439795,121.34891902048322,-0.0027784558854184187,482534269.1415944,6930.43134219272,6814.578155906534,7091.307727399516,3754.9081986659944,61.277305739286504,0.9559118185415078,coif11
32768,0.48763521634615387,0.19574333969285362,14879.750225523207,121.98258164805009,-0.002193249808826565,487580910.91077507,6927.877615497244,6798.882845097571,7168.36542900017,5097.9746061588385,71.40010228395222,0.9558750114352884,db2
32768,0.4865985576923077,-1.2782871033450647,14665.136127666206,121.09969499410892,0.005120272655720094,480600724.13052225,6950.457233224513,6829.286016775409,7154.114469268271,3843.110735210469,61.99282809495361,0.9564415450696275,sym16
32768,0.48837890625,-0.31787703735608375,14724.405445662172,121.34416115191605,-0.02012035387191178,482492628.7125889,6933.833804756122,6794.820957835917,7196.535912426709,5015.152716963111,70.81774295304187,0.9556676164175363,db17
32768,0.4904972956730769,-0.7188637371218647,14793.15787380968,121.62712638967378,0.0066436806972801025,484759130.56689286,6953.406092158827,6811.382551067639,7081.619795061118,3278.586416227727,57.25894180150142,0.9552389321680719,db17
32768,0.49139122596153845,0.47685950042432523,14807.23683672756,121.68499018666007,-0.010778408374966944,485210987.9446963,6937.338135951416,6840.962312852383,7068.20381297783,2884.5811797831084,53.70829712235446,0.9547983989688745,bior1.3
32768,0.4818509615384615,0.3076386163265852,14952.564078836858,122.28067745493095,0.0059457100012861724,489968720.94859636,6943.904002615025,6740.953384054507,7143.912102824265,6262.756014404584,79.13757650070278,0.9542913847432561,rbio5.5
32768,0.49103064903846155,0.683768828985194,14746.96918068545,121.43709968821493,-0.003187960552742788,483244006.4572438,6933.443705676041,6790.947737328315,7082.323495713361,4693.032723922197,68.50571307505818,0.9545424719046944,db24
32768,0.48509615384615384,-0.6261338110052748,14700.55572642865,121.24584828532748,0.002603044186850256,481720656.5266369,6936.295826923111,6733.992422103798,7112.608679653352,5613.305379990777,74.92199530171882,0.955560068608621,sym14
32768,0.4894456129807692,-0.034532989498984534,14849.375305310681,121.85801288922563,-0.0055452019557002226,486584369.0811571,6937.575187645191,6767.90403907208,7103.7706793410935,4523.710020619587,67.25853121069169,0.9529002244092115,db38
32768,0.4921123798076923,0.8521159785523196,14769.446546110441,121.52961180761848,0.0027297229336090694,483989017.3215161,6945.399083624808,6771.250703980475,7148.860011029918,4465.929211964061,66.82760815683935,0.9543920900908047,sym13
32768,0.48602013221153845,-0.6119203082052991,14869.49825669578,121.94055214199983,0.008420140088432332,487255988.73712635,6937.943476606664,6818.796525275366,7052.212187220103,3522.183203218282,59.34798398613285,0.9551774871813946,rbio4.4
32768,0.48924278846153846,1.2146897437633015,14742.818309406899,121.42000786281847,-0.0041173255656157225,483141018.602062,6932.548248669276,6780.326212676543,7068.750067578777,4074.1390425262434,63.828982778407514,0.9561005238208886,db20
32768,0.48704927884615384,0.05962060684032622,14861.91518225558,121.90945485176931,-0.00176827139418145,486995353.1698328,6912.2975549228295,6775.119489144306,7007.250245547249,2431.947252456619,49.31477722201144,0.9561138587360781,db31
32768,0.4921574519230769,-0.12165005972565268,14984.933205850368,122.41296175589564,0.015651866715931335,491026776.21431994,6936.497652719785,6774.088271089727,7077.294260581761,4325.79677899266,65.77078970935851,0.9496674251513906,db5
32768,0.48916015625,0.5614669064889313,14537.040137312799,120.56964849128822,-0.005428777789119383,476360061.1704793,6926.317412540436,6739.927485687829,7046.9468961606735,3159.675637411322,56.210992140428566,0.9564398127717151,db5
32768,0.48697415865384613,-0.057570483953895746,14760.584264893283,121.49314492963495,-0.003993349422748338,483674933.796992,6918.610921723006,6738.002010102174,7021.882281419365,3618.391324043839,60.1530657908958,0.9552867017709237,db5
32768,0.4886944110576923,-0.6976369573567354,14701.155417036292,121.24832129574534,-0.006042623476592782,481743408.8033669,6949.749951746012,6756.212035266387,7053.158986859253,3837.7001066799444,61.9491735754396,0.9560091133332641,db34
32768,0.49060246394230766,-1.2846514000048046,14902.955371236445,122.07766122938482,0.005926610641203805,488394119.59254146,6947.919728771578,6761.999789634147,7123.151111572656,4215.240184582325,64.92488109024401,0.9559644514477439,rbio5.5
32768,0.49353215144230766,0.10789423974347301,14882.976440212098,121.99580501071378,0.0012432992318791713,487685753.45062923,6944.589723126524,6787.448849488128,7080.608725236839,4920.930419208169,70.14934368337433,0.9526618557834826,db2
32768,0.4856971153846154,-0.8305254258375498,14866.963307689666,121.93015749883072,0.01044426895434049,487183256.13109666,6930.072712465236,6753.619950348648,7064.737758033232,4815.753283003789,69.39562870241748,0.954614023261622,sym14
32768,0.4891526442307692,-0.1727689880899561,15139.650766768664,123.04328818252812,-0.0016739171964561875,496097054.4215461,6946.951356550757,6804.894661673405,7086.753965784359,3928.467126400954,62.677485003795056,0.953082612597272,sym12
32768,0.4826697716346154,-0.7727489757344301,14967.91821331904,122.34344368751044,-0.001530184641849331,490488311.1296544,6929.385279851899,6821.65982278481,7089.470640101623,3544.262475231709,59.53370873069902,0.9552910844477531,db28
32768,0.49073016826923077,-0.4117785345442826,15034.297498803071,122.61442614473663,0.009214337917747529,492649416.63402665,6932.758593070807,6788.938546519126,7159.765045428714,4409.730467485759,66.40580145955441,0.9542337935506253,db2
32768,0.4921574519230769,1.290974914922117,14879.472042735753,121.98144138653123,-0.004079989740348753,487625151.57702124,6941.6165306379,6807.566538975949,7046.56144822354,3555.4981660001495,59.62799817200096,0.9556685072003089,bior1.1
32768,0.48457782451923076,-0.016009267048502807,14875.92523457827,121.9669022094858,0.00796930088259494,487454326.4849888,6940.444373887887,6805.6424756530105,7096.267356194606,3130.3060908946604,55.94913842852864,0.9553755607037381,rbio1.5
32768,0.48997896634615384,-0.6989312188525219,14641.123142030436,121.00050885029549,0.0041970068123518296,479776330.4449351,6929.750947567023,6724.255690289681,7044.644366390039,3790.6318343383728,61.56810728241021,0.9561764910891437,db5
32768,0.49295372596153847,-0.010687408128433162,15000.979802395255,122.478487100369,0.0004035196899548693,491552109.9076714,6938.395789707151,6767.573869205253,7086.394420887443,4896.73873105304,69.97670134446922,0.9541033949722005,bior1.3
32768,0.4939002403846154,-0.17195189906851738,14750.526011177455,121.45174354935155,0.0017037407244028329,483346205.2006477,6915.286851295606,6700.562856202371,7079.322035395592,5191.666372534711,72.05321902964995,0.9553297295611091,coif16
32768,0.4853740985576923,-0.7970246134900663,14779.529676206343,121.57108898174081,-0.00025370488752832134,484316444.24407786,6927.755908472329,6776.970046112226,7085.354042102981,3853.1284637289727,62.07357298987205,0.955931396880039,sym15
32768,0.49273587740384617,1.1694688691677584,14620.42069311281,120.91493163837463,-0.006753993147836936,479126760.67078197,6957.344435238872,6828.751822119501,7118.290769801629,4199.202844313301,64.80125650258104,0.9556178439357078,db4
32768,0.48319561298076924,-0.11462757585468353,14696.715974130866,121.23001267891902,0.016219301621649362,481582419.5948385,6960.2693142345015,6819.239571397759,7086.095554565518,3983.069003905961,63.11155998631281,0.9557870208705886,db2
32768,0.48671875,0.0387002493662294,14850.612115021326,121.86308758201281,0.0010097073371553268,486624906.8619572,6951.480407303342,6827.210749122718,7074.22836827357,3853.4078131088204,62.07582309650691,0.9558861334523961,db17
